id,tweet,datetime
1110970452032147458,"GUESS THE MAN OF THE MATCH? 🤣

#KKRvKXIP #VIVOIPL #KKRHaiTaiyaar",2019-03-27 18:22:51
1110970242736373760,#OrangeArmy🧡! The SunRisers are complete! Let's welcome big @BillyJS94 to the camp. #ReturnOfTheRiser #SRH https://t.co/45fpj0xQP8,2019-03-27 18:22:01
1110969916130279425,Should the PM have let DRDO make the #MissionShakti announcement? Watch Cong's @drshamamohd and BJP's… https://t.co/c1x0yX9yqN,2019-03-27 18:20:43
1110969788023615490,"Even though we couldn't sail through to victory, plenty of positives for us today, especially in the second innings… https://t.co/malQOz4WlQ",2019-03-27 18:20:12
1110969735980695553,"""Going to be a great initiative and great progression for the game.""

England head coach Mark Robinson has shown hi… https://t.co/T62Rt4s7iX",2019-03-27 18:20:00
1110969734827134976,Dhoni seeks SC intervention to get Rs 75cr from Amrapali on his investment of Rs 25 crore https://t.co/iSgnfAOtRd https://t.co/WQU7wFizeq,2019-03-27 18:20:00
1110969589720977408,"Another magical night at Eden Gardens, as our #Knights display #KorboLorboJeetbo in style! 💜

#KKRvKXIP #VIVOIPL… https://t.co/EJiSX24kQj",2019-03-27 18:19:25
1110969436872163328,"‘DRDO presented tech to previous govt, but there was no reply’: VK Saraswat
https://t.co/OeulHpwiQ4 https://t.co/acwOwzlfvm",2019-03-27 18:18:49
1110969117685628928,"""Just a kid"": Mamata Banerjee's stinging reply to Rahul Gandhi's attack https://t.co/xQTFP1seiK https://t.co/sLIERVTAvC",2019-03-27 18:17:33
1110969079026728960,A look at the #VIVOIPL Points Table after Match 6 😎 https://t.co/FfphTKnKpH,2019-03-27 18:17:23
1110968990858440704,PM's Mission Shakti Speech Being Examined: Election Body After Complaints https://t.co/0EBGpGt3CA #NDTVNewsBeeps… https://t.co/qsNBeRCYsm,2019-03-27 18:17:02
1110968790982942720,"On @LRC_NDTV | Are parties trying to “buy” your vote with online freebies?

Watch full show here:… https://t.co/KBClP0Q1Cs",2019-03-27 18:16:15
1110968626666979331,"""I am prepared to leave this job earlier than I intended in order to do what is right for our country and our party… https://t.co/F7nlPvpX02",2019-03-27 18:15:36
1110968476477222912,"#MissionShaktiRow | In a landmark announcement, Prime Minister Narendra Modi declared on Wednesday that India had e… https://t.co/dYBiVSUXyi",2019-03-27 18:15:00
1110968408026185728,".@ashwinravi99 on the positives from the match: ""Mayank batted really well even when the wickets were falling. We k… https://t.co/hkIjJjgdpL",2019-03-27 18:14:43
1110968247644499969,"#IPL2019 #KKRvKXIP Kolkata Knight Riders (218/4) beat Kings XI Punjab (190/4) by 28 runs. 

https://t.co/T3Eut550VI",2019-03-27 18:14:05
1110967933847642112,#IPL2019 #KKRvKXIP  It was a night to remember for Andre Russell as Kolkata Knight Riders defeated Kings XI Punjab… https://t.co/Dk7MYvwBNl,2019-03-27 18:12:50
1110967812640538624,"On @LRC_NDTV | PM's #MissionShakti Announcement: National security or poll code violation?

Watch full show here:… https://t.co/0gyo8g0qU0",2019-03-27 18:12:21
1110967770747813888,"‘May God forgive you’: @ShatruganSinha's swipe at BJP over snub to LK Advani
https://t.co/lPQQ6F1krO https://t.co/72ZlqbjyN9",2019-03-27 18:12:11
